link,name,mk_name,category,description,rating,review_count,phone,website,picture
https://www.google.com/maps/place/Syri+i+Ciklopit/data=!4m7!3m6!1s0x135047c8a906b045:0xdbc1399b5de2b155!8m2!3d41.234147!4d19.9844192!16s%2Fg%2F11g8bbdhcq!19sChIJRbAGqchHUBMRVbHiXZs5wds?authuser=0&hl=en&rclk=1,Syri i Ciklopit,,Tourist attraction,none,4.6,201 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipMLKW3MtyGgubDnDSvxMqVmLVzTYSggnZYI7A3b=w427-h240-k-no
https://www.google.com/maps/place/South+East+European+University/data=!4m7!3m6!1s0x1353fa781c988b49:0x72066ce3777a2e2c!8m2!3d41.9867107!4d20.9607297!16zL20vMDMwbTk2!19sChIJSYuYHHj6UxMRLC56d-NsBnI?authuser=0&hl=en&rclk=1,South East European University,Југоисточна Европа,University,none,4.6,108 reviews,+389 44 356 000,seeu.edu.mk,https://lh5.googleusercontent.com/p/AF1QipPeJhRawXQHqOPMFalQwFS57tNJmaqK5kyjbtnZ=w408-h272-k-no
https://www.google.com/maps/place/Goblin+Games/data=!4m7!3m6!1s0x1354144ecb4e54a1:0x47c480a78912b852!8m2!3d41.9989232!4d21.4196846!16s%2Fg%2F11c1s0xdzl!19sChIJoVROy04UVBMRUrgSiaeAxEc?authuser=0&hl=en&rclk=1,Goblin Games,,Game store,none,4.9,155 reviews,+389 78 669 482,goblingames.mk,https://lh5.googleusercontent.com/p/AF1QipNE6LFi3enQJun5dd1X3ZOrV3z3icC1GTglJCJv=w511-h240-k-no
https://www.google.com/maps/place/BUNK'ART/data=!4m7!3m6!1s0x13503401a8cfe759:0xfecdcde47641997b!8m2!3d41.3498231!4d19.8605315!16s%2Fg%2F11b6mpgq5y!19sChIJWefPqAE0UBMRe5lBduTNzf4?authuser=0&hl=en&rclk=1,BUNK'ART,,Museum,"Former Cold War bunker, now an underground contemporary art & history museum over several floors.",4.7,905 reviews,none,none,https://lh5.googleusercontent.com/p/AF1QipNUPZ_7spqd3FMObhmkw05BWHdrsUMoXeLUwTlj=w408-h271-k-no
https://www.google.com/maps/place/Castle+of+Kruja/data=!4m7!3m6!1s0x1351cdda90c2b389:0x39d52cebe65e9e3a!8m2!3d41.5075895!4d19.7947574!16zL20vMDVfMnk5!19sChIJibPCkNrNURMROp5e5uss1Tk?authuser=0&hl=en&rclk=1,Castle of Kruja,Kalaja e Krujës,Castle,"Historic castle that houses several museums, the Tekke of Dollmë monument & the ruins of a mosque.",4.6,"4,455 reviews",none,none,https://lh5.googleusercontent.com/p/AF1QipPgM6Wlsni0vRguH1oH4lQHba3qehAeAGiaWdcD=w426-h240-k-no
https://www.google.com/maps/place/Mavrovka/data=!4m7!3m6!1s0x135415b00016df31:0x107e7c1141665b3c!8m2!3d41.9994427!4d21.4393416!16s%2Fg%2F11r8cdp8f!19sChIJMd8WALAVVBMRPFtmQRF8fhA?authuser=0&hl=en&rclk=1,Mavrovka,Трговски центар „Мавровка“,Shopping mall,none,3.6,"1,090 reviews",+389 77 941 503,none,https://lh5.googleusercontent.com/p/AF1QipMyZ3XXhXCJraxxn9vWy2uW_yrkHieKhBQd-uWp=w408-h544-k-no
https://www.google.com/maps/place/Skopje+City+Mall/data=!4m7!3m6!1s0x1354146e17dd809b:0x7741a9cfe3c98a55!8m2!3d42.0042193!4d21.3917118!16s%2Fg%2F1hc2_ws52!19sChIJm4DdF24UVBMRVYrJ48-pQXc?authuser=0&hl=en&rclk=1,Skopje City Mall,Скопје Сити мол,Shopping mall,"Local staple for shopping & dining, with multiple levels of name-brand stores, cafes & a cinema.",4.4,"8,384 reviews",+389 2 321 7012,skopjecitymall.mk,https://lh5.googleusercontent.com/p/AF1QipPPw7tfsFfYjvbKvXRMDEhtMqH69lnouA00NFOR=w408-h541-k-no
https://www.google.com/maps/place/Explore+Macedonia/data=!4m7!3m6!1s0x1354132c09f2f65b:0x575cac6db51dffba!8m2!3d42.0073526!4d21.3591624!16s%2Fg%2F11qn09dbkw!19sChIJW_byCSwTVBMRuv8dtW2sXFc?authuser=0&hl=en&rclk=1,Explore Macedonia,,Tour operator,none,5.0,3 reviews,+389 71 237 447,explore-macedonia.mk,https://lh5.googleusercontent.com/p/AF1QipNc0_xSdBbTnVHs1i5_40fkUvFnC6p1syAW9OhD=w427-h240-k-no
https://www.google.com/maps/place/Parku+Rinia+-+Youth+Park+-+Taiwan+Park/data=!4m7!3m6!1s0x13503104d126d74f:0xbdb549f176f30cc!8m2!3d41.3248984!4d19.8183262!16s%2Fm%2F0drzqv3!19sChIJT9cm0QQxUBMRzDBvF59U2ws?authuser=0&hl=en&rclk=1,Parku Rinia - Youth Park - Taiwan Park,,Park,Small park in the heart of Tirana featuring a large fountain & a pavilion with restaurants.,4.4,"1,958 reviews",none,none,https://lh5.googleusercontent.com/p/AF1QipOEgjM4Gn_NWDRZvYTlEkqTPnsAII8jz6ybc64=w408-h306-k-no
https://www.google.com/maps/place/DMC+Balkans+Travel+%26+Events/data=!4m7!3m6!1s0x1350dca1f246af25:0xa2700e1115c9ce3d!8m2!3d41.1171597!4d20.8022744!16s%2Fg%2F11c6v6brk7!19sChIJJa9G8qHcUBMRPc7JFREOcKI?authuser=0&hl=en&rclk=1,DMC Balkans Travel & Events,,Tour operator,none,4.9,68 reviews,+389 46 256 333,dmcbalkans.com,https://lh5.googleusercontent.com/p/AF1QipN56Zzg8DNLPB3mmwCwhUiMvDrs8cxIM5t5xumL=w408-h323-k-no
https://www.google.com/maps/place/Paragloding+Club+Heli+Xc/data=!4m7!3m6!1s0x13543e23c8d000ad:0x27ee9b27cf377d60!8m2!3d41.9846365!4d21.4823096!16s%2Fg%2F11ckkrh0wt!19sChIJrQDQyCM-VBMRYH03zyeb7ic?authuser=0&hl=en&rclk=1,Paragloding Club Heli Xc,,Sports school,none,none,0 reviews,+389 71 261 398,none,https://lh5.googleusercontent.com/p/AF1QipMPFfiOu2VxED6EIxD1kR7hccQNS5OE6XEHnVns=w426-h240-k-no
https://www.google.com/maps/place/The+Ancient+Macedonian/data=!4m7!3m6!1s0x13541564732c7b01:0xa05dfab465fddb23!8m2!3d42.0304918!4d21.4486605!16s%2Fg%2F11h4fhxgl9!19sChIJAXssc2QVVBMRI9v9ZbT6XaA?authuser=0&hl=en&rclk=1,The Ancient Macedonian,,Educational consultant,none,4.0,1 review,+389 71 907 577,none,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DjgZM26zTVdaFjbK8rexyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.58269&pitch=0&thumbfov=100
https://www.google.com/maps/place/Ohrid+St.+Paul+The+Apostle+Airport/data=!4m7!3m6!1s0x1350dddb7da09125:0x4b29ae94f9c639aa!8m2!3d41.1811111!4d20.7452778!16zL20vMGNrd3Fy!19sChIJJZGgfdvdUBMRqjnG-ZSuKUs?authuser=0&hl=en&rclk=1,Ohrid St. Paul The Apostle Airport,Аеродром Св. Апостол Павле - Охрид,International airport,none,3.7,289 reviews,+389 46 252 820,ohd.airports.com.mk,https://lh5.googleusercontent.com/p/AF1QipOeLfivc_QnN8iqhbEI25zVST5Jb50nErQso_Pw=w426-h240-k-no
https://www.google.com/maps/place/Explore+Ohrid/data=!4m7!3m6!1s0x1350dbd807d72cdf:0x2cd55306e329699!8m2!3d41.1173991!4d20.7991493!16s%2Fg%2F11j81z4zdy!19sChIJ3yzXB9jbUBMRmZYybjBVzQI?authuser=0&hl=en&rclk=1,Explore Ohrid,,Tourist information center,none,4.9,11 reviews,+389 78 908 303,none,https://lh5.googleusercontent.com/p/AF1QipNWXwGetOWObeUhJzPJk8sv0WYJbjf5K42x1vFq=w426-h240-k-no
https://www.google.com/maps/place/Wine+Tours+Macedonia/data=!4m7!3m6!1s0x135415ffb219640d:0x2873d1a6503e6f64!8m2!3d42.0014049!4d21.424255!16s%2Fg%2F11h1qshcfp!19sChIJDWQZsv8VVBMRZG8-UKbRcyg?authuser=0&hl=en&rclk=1,Wine Tours Macedonia,,Tour operator,none,5.0,2 reviews,+389 70 958 307,winetours.mk,https://lh5.googleusercontent.com/p/AF1QipNkDUkln2_EdSLo2unqRYsjo5GzY8Bio3i68Cgt=w408-h271-k-no
https://www.google.com/maps/place/Macedonia+Travel/data=!4m7!3m6!1s0x1354144e71e761f7:0xb3ed5a053b0d8bf7!8m2!3d42.001633!4d21.420912!16s%2Fg%2F1yh5th6y0!19sChIJ92HncU4UVBMR94sNOwVa7bM?authuser=0&hl=en&rclk=1,Macedonia Travel,Македонија Травел,Travel,none,4.8,4 reviews,+389 2 311 2408,macedoniatravel.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NxwyonQft7ck7X3MM4vsew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.13553&pitch=0&thumbfov=100
https://www.google.com/maps/place/Canyon+Matka+Hotel+%26+Restaurant/data=!4m7!3m6!1s0x1354103a895f3cdb:0x5fe9112e4223591d!8m2!3d41.9502933!4d21.2992156!16s%2Fg%2F1hf0cxpz3!19sChIJ2zxfiToQVBMRHVkjQi4R6V8?authuser=0&hl=en&rclk=1,Canyon Matka Hotel & Restaurant,,,none,3.5,333 reviews,+389 2 205 2655,canyonmatka.mk,https://lh5.googleusercontent.com/p/AF1QipMAmR2Cbbw2EdmHgdjZ9LF1b0Jq7eKg1LRZYafy=w408-h407-k-no
https://www.google.com/maps/place/Skopje+Marriott+Hotel/data=!4m7!3m6!1s0x135415b48799d051:0xdccbcdecbab81840!8m2!3d41.9959082!4d21.4303236!16s%2Fg%2F1hhvs4frz!19sChIJUdCZh7QVVBMRQBi4uuzNy9w?authuser=0&hl=en&rclk=1,Skopje Marriott Hotel,Хотел „Мериот“,,none,4.7,"2,631 reviews",+389 2 510 2510,marriott.com,https://lh5.googleusercontent.com/p/AF1QipNcUgqHCrrRjGFVBELR3BvWH4RzR6QVJrGy6qJh=w408-h272-k-no
